date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:06:52	319166/319166	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:06:52%20GMT	https://www.ffpf.org/	www.ffpf.org/index.html	(from )
08:06:52	129/129	---MCZ	-1	error ('Open%20error%20when%20decompressing%20(can%20not%20create%20temporary%20file%20/tmp0.z)')	text/plain	date:Thu,%2018%20Apr%202024%2008:06:52%20GMT	https://www.ffpf.org/robots.txt		(from )
08:06:54	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Thu,%2018%20Apr%202024%2008:06:54%20GMT	https://www.ffpf.org/xmlrpc.php	www.ffpf.org/xmlrpc.php	(from https://www.ffpf.org/)
08:06:57	1106/1106	---MCZ	200	added ('OK')	application/json	date:Wed,%2017%20Apr%202024%2010:15:36%20GMT	https://www.ffpf.org/superpwa-manifest.json	www.ffpf.org/superpwa-manifest.json	(from https://www.ffpf.org/)
08:06:58	17688/17688	---MCZ	200	added ('OK')	text/css	etag:W/%22c8e02d4-4518-61650484a585a-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce-layout5d2d.css	(from https://www.ffpf.org/)
08:07:00	7043/7043	---MCZ	200	added ('OK')	text/css	etag:W/%22c8e02d9-1b83-61650484a585a-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen5d2d.css	(from https://www.ffpf.org/)
08:07:00	43884/43884	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22fafe7407de11b7672382d3f97fd36af8-br%22	https://www.ffpf.org/feed/	www.ffpf.org/feed/index.html	(from https://www.ffpf.org/)
08:07:00	0/0	---MC-	301	error ('Moved%20Permanently')	application/rss+xml	etag:W/%22fafe7407de11b7672382d3f97fd36af8-br%22	https://www.ffpf.org/comments/feed/	www.ffpf.org/comments/feed/index.html	(from https://www.ffpf.org/)
08:07:01	77174/77174	---MCZ	200	added ('OK')	text/css	etag:W/%22c8e02d3-12d76-61650484a585a-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce5d2d.css	(from https://www.ffpf.org/)
08:07:01	320433/320433	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:00%20GMT	https://www.ffpf.org/fr/home-fr/	www.ffpf.org/fr/home-fr/index.html	(from https://www.ffpf.org/)
08:07:02	76086/76086	---MCZ	200	added ('OK')	text/css	etag:W/%22c4007ed-12936-6165044aaad46-br%22	https://www.ffpf.org/wp-content/plugins/give/assets/dist/css/give.css?ver=3.8.0	www.ffpf.org/wp-content/plugins/give/assets/dist/css/give9e95.css	(from https://www.ffpf.org/)
08:07:03	2040/2040	---MCZ	200	added ('OK')	text/css	etag:W/%22c4007ee-7f8-6165044aaad46-br%22	https://www.ffpf.org/wp-content/plugins/give/assets/dist/css/give-donation-summary.css?ver=3.8.0	www.ffpf.org/wp-content/plugins/give/assets/dist/css/give-donation-summary9e95.css	(from https://www.ffpf.org/)
08:07:04	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2258224a-24d3-610921dcc148b%22	https://www.ffpf.org/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	www.ffpf.org/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://www.ffpf.org/)
08:07:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Apr%202024%2008:07:04%20GMT	http://www.ffpf.org/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	www.ffpf.org/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.8.delayed	(from https://www.ffpf.org/)
08:07:06	92172/92172	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222c3ff6-1680c-610921cb4b443-br%22	https://www.ffpf.org/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	www.ffpf.org/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.eot	(from https://www.ffpf.org/)
08:07:07	9470/9470	---MCZ	200	added ('OK')	text/css	etag:W/%22c3e063a-24fe-580c89220f040-br%22	https://www.ffpf.org/wp-content/themes/Divi-child/style.css?ver=4.24.0	www.ffpf.org/wp-content/themes/Divi-child/stylea48f.css	(from https://www.ffpf.org/)
08:07:08	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c340414-15601-60ec17ef6979a-br%22	https://www.ffpf.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	www.ffpf.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.ffpf.org/)
08:07:09	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c34040c-3509-60ec17ef6a352-br%22	https://www.ffpf.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	www.ffpf.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.ffpf.org/)
08:07:10	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8e042b-25a4-6165048b9df72-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min5f77.js	(from https://www.ffpf.org/)
08:07:11	3058/3058	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8e040b-bf2-6165048b9cfd2-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min5d2d.js	(from https://www.ffpf.org/)
08:07:12	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8e0443-6b8-6165048b9eb2a-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min244a.js	(from https://www.ffpf.org/)
08:07:13	2139/2139	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8e0427-85b-6165048b9df72-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min5d2d.js	(from https://www.ffpf.org/)
08:07:14	8171/8171	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c3402f6-1feb-5f287f2e2a640-br%22	https://www.ffpf.org/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	www.ffpf.org/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://www.ffpf.org/)
08:07:15	6625/6625	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c3402e2-19e1-60ec17f7b40e5-br%22	https://www.ffpf.org/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	www.ffpf.org/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://www.ffpf.org/)
08:07:16	115127/115127	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c3402ec-1c1b7-60ec17f7b40e5-br%22	https://www.ffpf.org/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	www.ffpf.org/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.ffpf.org/)
08:07:17	4627/4627	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c340328-1213-60ec17f57f1bd-br%22	https://www.ffpf.org/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	www.ffpf.org/wp-includes/js/dist/hooks.min2ebd.js	(from https://www.ffpf.org/)
08:07:18	9445/9445	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c340330-24e5-60ec17f39de70-br%22	https://www.ffpf.org/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	www.ffpf.org/wp-includes/js/dist/i18n.minf92f.js	(from https://www.ffpf.org/)
08:07:19	161771/161771	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c420cbb-277eb-616504573b2c7-br%22	https://www.ffpf.org/wp-content/plugins/give/assets/dist/js/give.js?ver=45021738ab584c0b	www.ffpf.org/wp-content/plugins/give/assets/dist/js/give7905.js	(from https://www.ffpf.org/)
08:07:21	17855/17855	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20Apr%202024%2008:07:21%20GMT	https://www.ffpf.org/wp-json/wp/v2/pages/2	www.ffpf.org/wp-json/wp/v2/pages/2.json	(from https://www.ffpf.org/)
08:07:22	1228673/1228673	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20Apr%202024%2008:07:22%20GMT	https://www.ffpf.org/wp-json/	www.ffpf.org/wp-json/index.html	(from https://www.ffpf.org/)
08:07:24	787/787	---MCZ	200	added ('OK')	text/xml	date:Thu,%2018%20Apr%202024%2008:07:24%20GMT	https://www.ffpf.org/xmlrpc.php?rsd	www.ffpf.org/xmlrpc0db0.php	(from https://www.ffpf.org/)
08:07:26	2409/2409	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20Apr%202024%2008:07:26%20GMT	https://www.ffpf.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ffpf.org%2F	www.ffpf.org/wp-json/oembed/1.0/embeda3a1.json	(from https://www.ffpf.org/)
08:07:28	2578/2578	---MCZ	200	added ('OK')	text/xml	date:Thu,%2018%20Apr%202024%2008:07:28%20GMT	https://www.ffpf.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ffpf.org%2F&format=xml	www.ffpf.org/wp-json/oembed/1.0/embed9b63	(from https://www.ffpf.org/)
08:07:28	1004/1004	---M--	200	added ('OK')	image/png	etag:%22c480551-3ec-578e920b502c0%22	https://www.ffpf.org/wp-content/uploads/2018/10/cropped-logo-ffpf-icon-32x32.png	www.ffpf.org/wp-content/uploads/2018/10/cropped-logo-ffpf-icon-32x32.png	(from https://www.ffpf.org/)
08:07:30	6940/6940	---M--	200	added ('OK')	image/png	etag:%22c48054e-1b1c-578e920a5c080%22	https://www.ffpf.org/wp-content/uploads/2018/10/cropped-logo-ffpf-icon-192x192.png	www.ffpf.org/wp-content/uploads/2018/10/cropped-logo-ffpf-icon-192x192.png	(from https://www.ffpf.org/)
08:07:31	15002/15002	---M--	200	added ('OK')	image/png	etag:%22c48054d-3a9a-578e920b502c0%22	https://www.ffpf.org/wp-content/uploads/2018/10/cropped-logo-ffpf-icon-180x180.png	www.ffpf.org/wp-content/uploads/2018/10/cropped-logo-ffpf-icon-180x180.png	(from https://www.ffpf.org/)
08:07:32	136292/136292	---M--	200	added ('OK')	image/jpeg	etag:%22c480704-21464-59354ca1d3140%22	https://www.ffpf.org/wp-content/uploads/2019/09/slider-ffpf_optimized.jpg	www.ffpf.org/wp-content/uploads/2019/09/slider-ffpf_optimized.jpg	(from https://www.ffpf.org/)
08:07:33	9257/9257	---M--	200	added ('OK')	image/png	etag:%22c480581-2429-578e93efc79c0%22	https://www.ffpf.org/wp-content/uploads/2018/10/logo-ffpf.png	www.ffpf.org/wp-content/uploads/2018/10/logo-ffpf.png	(from https://www.ffpf.org/)
08:07:33	6699/6699	---M--	200	added ('OK')	image/png	etag:%22c48055f-1a2b-578e9bd0cd080%22	https://www.ffpf.org/wp-content/uploads/2018/10/icon-1.png	www.ffpf.org/wp-content/uploads/2018/10/icon-1.png	(from https://www.ffpf.org/)
08:07:38	243998/243998	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:38%20GMT	https://www.ffpf.org/about-us/	www.ffpf.org/about-us/index.html	(from https://www.ffpf.org/)
08:07:38	184103/184103	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:38%20GMT	https://www.ffpf.org/covid-19-en/	www.ffpf.org/covid-19-en/index.html	(from https://www.ffpf.org/)
08:07:38	6721/6721	---M--	200	added ('OK')	image/png	etag:%22c480569-1a41-578e9bc92be80%22	https://www.ffpf.org/wp-content/uploads/2018/10/icon-2.png	www.ffpf.org/wp-content/uploads/2018/10/icon-2.png	(from https://www.ffpf.org/)
08:07:39	313717/313717	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:39%20GMT	https://www.ffpf.org/mission/	www.ffpf.org/mission/index.html	(from https://www.ffpf.org/)
08:07:40	337150/337150	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:40%20GMT	https://www.ffpf.org/sponsorship/	www.ffpf.org/sponsorship/index.html	(from https://www.ffpf.org/)
08:07:41	12743/12743	---MCZ	200	added ('OK')	text/css	etag:W/%22c840ce1-31c7-616504849cfa2-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocksff95.css	(from https://www.ffpf.org/)
08:07:41	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2018%20Apr%202024%2008:07:40%20GMT	https://www.ffpf.org/donate/	www.ffpf.org/donate/index.html	(from https://www.ffpf.org/)
08:07:41	241787/241787	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:41%20GMT	https://www.ffpf.org/get-involved/	www.ffpf.org/get-involved/index.html	(from https://www.ffpf.org/)
08:07:43	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%22c34047b-2bf8-5b075c75d5c80-br%22	https://www.ffpf.org/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	www.ffpf.org/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://www.ffpf.org/)
08:07:43	245089/245089	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:43%20GMT	https://www.ffpf.org/cart/	www.ffpf.org/cart/index.html	(from https://www.ffpf.org/)
08:07:45	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%22c340482-105a-58ac1e7924f80-br%22	https://www.ffpf.org/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.4.4	www.ffpf.org/wp-includes/js/mediaelement/wp-mediaelement.min5352.css	(from https://www.ffpf.org/)
08:07:45	232665/232665	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:45%20GMT	https://www.ffpf.org/2024/02/09/feb-8-2024/	www.ffpf.org/2024/02/09/feb-8-2024/index.html	(from https://www.ffpf.org/)
08:07:45	232001/232001	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:45%20GMT	https://www.ffpf.org/2024/02/09/feb-9-2024/	www.ffpf.org/2024/02/09/feb-9-2024/index.html	(from https://www.ffpf.org/)
08:07:47	110147/110147	---MCZ	200	added ('OK')	text/css	etag:W/%22c32127c-1ae43-60fb5b4423900-br%22	https://www.ffpf.org/wp-includes/css/dist/block-library/style.min.css?ver=6.4.4	www.ffpf.org/wp-includes/css/dist/block-library/style.min5352.css	(from https://www.ffpf.org/)
08:07:47	319122/319122	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:47%20GMT	https://www.ffpf.org/page/2/?et_blog	www.ffpf.org/page/2/indexf83b.html	(from https://www.ffpf.org/)
08:07:48	10678/10678	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c420968-29b6-614d1ff27b833-br%22	https://www.ffpf.org/wp-content/plugins/super-progressive-web-apps/public/js/register-sw.js	www.ffpf.org/wp-content/plugins/super-progressive-web-apps/public/js/register-sw.js	(from https://www.ffpf.org/)
08:07:49	14500/14500	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8e0458-38a4-6165048ba029a-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min5d2d.js	(from https://www.ffpf.org/)
08:07:49	207672/207672	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:07:49%20GMT	https://www.ffpf.org/contact/	www.ffpf.org/contact/index.html	(from https://www.ffpf.org/)
08:07:50	2094/2094	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8e041d-82e-6165048b9d7a2-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=8.8.2	www.ffpf.org/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min5d2d.js	(from https://www.ffpf.org/)
08:07:51	5162/5162	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c420cb8-142a-616504573aedf-br%22	https://www.ffpf.org/wp-content/plugins/give/assets/dist/js/give-donation-summary.js?ver=3.8.0	www.ffpf.org/wp-content/plugins/give/assets/dist/js/give-donation-summary9e95.js	(from https://www.ffpf.org/)
08:07:52	274343/274343	---MCZ	200	added ('OK')	application/javascript	etag:W/%22581c41-42fa7-610921cf08cbc-br%22	https://www.ffpf.org/wp-content/themes/Divi/js/scripts.min.js?ver=4.24.0	www.ffpf.org/wp-content/themes/Divi/js/scripts.mina48f.js	(from https://www.ffpf.org/)
08:07:53	3349/3349	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c4290-d15-610921dea8980-br%22	https://www.ffpf.org/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.24.0	www.ffpf.org/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvidsa48f.js	(from https://www.ffpf.org/)
08:07:54	9318/9318	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c4291-2466-610921dea8980-br%22	https://www.ffpf.org/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiechart.js?ver=4.24.0	www.ffpf.org/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/easypiecharta48f.js	(from https://www.ffpf.org/)
08:07:55	8574/8574	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c428e-217e-610921dea8598-br%22	https://www.ffpf.org/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/salvattore.js?ver=4.24.0	www.ffpf.org/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/salvattorea48f.js	(from https://www.ffpf.org/)
08:07:56	1343/1343	---MCZ	200	added ('OK')	application/javascript	etag:W/%222c3fdc-53f-610921cb49503-br%22	https://www.ffpf.org/wp-content/themes/Divi/core/admin/js/common.js?ver=4.24.0	www.ffpf.org/wp-content/themes/Divi/core/admin/js/commona48f.js	(from https://www.ffpf.org/)
08:07:57	158005/158005	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c34048c-26935-5e9d196cce3c0-br%22	https://www.ffpf.org/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17	www.ffpf.org/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js	(from https://www.ffpf.org/)
08:07:58	1191/1191	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c34047a-4a7-5dc2a2438e980-br%22	https://www.ffpf.org/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.4.4	www.ffpf.org/wp-includes/js/mediaelement/mediaelement-migrate.min5352.js	(from https://www.ffpf.org/)
08:07:59	1107/1107	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c340484-453-5f41e3fe93e80-br%22	https://www.ffpf.org/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.4.4	www.ffpf.org/wp-includes/js/mediaelement/wp-mediaelement.min5352.js	(from https://www.ffpf.org/)
08:08:02	19890/19890	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20Apr%202024%2008:08:02%20GMT	https://www.ffpf.org/wp-json/wp/v2/pages/690	www.ffpf.org/wp-json/wp/v2/pages/690.json	(from https://www.ffpf.org/fr/home-fr/)
08:08:02	0/0	---MC-	301	error ('Moved%20Permanently')	application/rss+xml	etag:W/%22fafe7407de11b7672382d3f97fd36af8-br%22	https://www.ffpf.org/fr/comments/feed/	www.ffpf.org/fr/comments/feed/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:02	44973/44973	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22fafe7407de11b7672382d3f97fd36af8-br%22	https://www.ffpf.org/fr/feed/	www.ffpf.org/fr/feed/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:04	2540/2540	---MCZ	200	added ('OK')	application/json	date:Thu,%2018%20Apr%202024%2008:08:04%20GMT	https://www.ffpf.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ffpf.org%2Ffr%2Fhome-fr%2F	www.ffpf.org/wp-json/oembed/1.0/embed7caa.json	(from https://www.ffpf.org/fr/home-fr/)
08:08:06	2705/2705	---MCZ	200	added ('OK')	text/xml	date:Thu,%2018%20Apr%202024%2008:08:06%20GMT	https://www.ffpf.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.ffpf.org%2Ffr%2Fhome-fr%2F&format=xml	www.ffpf.org/wp-json/oembed/1.0/embed69f3	(from https://www.ffpf.org/fr/home-fr/)
08:08:10	454127/454127	---M--	200	added ('OK')	image/jpeg	etag:%22c480599-6edef-578e97e494f40%22	https://www.ffpf.org/wp-content/uploads/2018/10/slider-ffpf.jpg	www.ffpf.org/wp-content/uploads/2018/10/slider-ffpf.jpg	(from https://www.ffpf.org/fr/home-fr/)
08:08:12	184689/184689	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:10%20GMT	https://www.ffpf.org/fr/covid-19/	www.ffpf.org/fr/covid-19/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:13	245145/245145	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:12%20GMT	https://www.ffpf.org/fr/a-propos/	www.ffpf.org/fr/a-propos/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:15	337679/337679	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:13%20GMT	https://www.ffpf.org/fr/parrainage/	www.ffpf.org/fr/parrainage/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:15	241798/241798	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:15%20GMT	https://www.ffpf.org/fr/simpliquer/	www.ffpf.org/fr/simpliquer/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:15	316650/316650	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:13%20GMT	https://www.ffpf.org/fr/mission-2/	www.ffpf.org/fr/mission-2/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:15	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2018%20Apr%202024%2008:08:15%20GMT	https://www.ffpf.org/fr/donner/	www.ffpf.org/fr/donner/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:16	6488/6488	---MC-	200	added ('OK')	font/woff2	etag:W/%22c8e02e2-1958-61650484a602a-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff2	www.ffpf.org/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff2	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:18	8084/8084	---MC-	200	added ('OK')	font/woff	etag:W/%22c8e02e1-1f94-61650484a5c42-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	www.ffpf.org/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:18	208130/208130	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:18%20GMT	https://www.ffpf.org/fr/nous-joindre/	www.ffpf.org/fr/nous-joindre/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:19	14748/14748	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c8e02e0-399c-61650484a5c42-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	www.ffpf.org/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:19	233207/233207	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:19%20GMT	https://www.ffpf.org/fr/2024/02/09/ffpf-mission-jour-6-2024/	www.ffpf.org/fr/2024/02/09/ffpf-mission-jour-6-2024/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:19	233904/233904	---MCZ	200	added ('OK')	text/html	date:Thu,%2018%20Apr%202024%2008:08:19%20GMT	https://www.ffpf.org/fr/2024/02/09/ffpf-mission-jour-5-2024/	www.ffpf.org/fr/2024/02/09/ffpf-mission-jour-5-2024/index.html	(from https://www.ffpf.org/fr/home-fr/)
08:08:20	158/158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8e030c-9e-6165048680617-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:21	1359/1359	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8e0305-54f-616504868022f-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:22	4634/4634	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8e0303-121a-616504868022f-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:23	3110/3110	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8e02ff-c26-616504867fe47-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:24	804/804	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8e02f9-324-616504867fa5f-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
08:08:25	6797/6797	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8e0301-1a8d-616504867fe47-br%22	https://www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	www.ffpf.org/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://www.ffpf.org/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=8.8.2)
